164364,"ACP064","852","ACP064DEC01",10/23/2019,"DCM","1006",4,1,1117,10/23/2019 9:19:53 AM,96,8.59
164364,"ACP064","852","ACP064DEC01",10/24/2019,"DCM","1006",4,1,1155,10/24/2019 5:21:29 PM,24,2.07
166452,"ACP080","852","ACP080DEC01",10/23/2019,"DCM","1006",3,1,738,10/23/2019 11:51:44 AM,28,3.79
166452,"ACP080","852","ACP080DEC01",10/24/2019,"DCM","1006",3,1,658,10/24/2019 10:54:18 AM,14,2.12
194532,"ACP183","852","ACP183DEC01",10/23/2019,"DCM","1006",4,1,556,10/23/2019 11:58:42 AM,24,4.31
194532,"ACP183","852","ACP183DEC01",10/24/2019,"DCM","1006",4,1,502,10/24/2019 12:04:17 PM,22,4.38
194283,"ACP196","852","ACP196DEC04",10/23/2019,"DCM","1006",29,4,2218,10/23/2019 11:33:12 AM,4,0.18
194283,"ACP196","852","ACP196DEC04",10/24/2019,"DCM","1006",29,4,1968,10/24/2019 11:16:11 PM,2,0.1
194283,"ACP196","852","ACP196DEC06",10/23/2019,"DCM","1006",32,6,2217,10/23/2019 11:33:20 PM,16,0.72
194283,"ACP196","852","ACP196DEC06",10/24/2019,"DCM","1006",32,6,1969,10/24/2019 10:42:08 PM,14,0.71
194377,"ACP201","852","ACP201DEC01",10/23/2019,"DCM","1006",3,1,92,10/23/2019 10:12:52 AM,114,123.91
194377,"ACP201","852","ACP201DEC01",10/24/2019,"DCM","1006",3,1,384,10/24/2019 2:12:03 PM,279,72.65
206823,"ACP210","852","ACP210DEC01",10/23/2019,"DCM","1006",2,1,977,10/23/2019 11:21:28 AM,50,5.11
206823,"ACP210","852","ACP210DEC01",10/24/2019,"DCM","1006",2,1,1043,10/24/2019 2:10:48 PM,44,4.21
207413,"ACP257","852","ACP257DEC02",10/23/2019,"DCM","1006",9,2,510,10/23/2019 1:11:55 PM,6,1.17
207413,"ACP257","852","ACP257DEC02",10/24/2019,"DCM","1006",9,2,434,10/24/2019 10:14:52 PM,11,2.53
210444,"ACP269","852","ACP269DEC01",10/23/2019,"DCM","1006",4,1,833,10/23/2019 12:46:50 PM,4,0.48
210444,"ACP269","852","ACP269DEC01",10/24/2019,"DCM","1006",4,1,838,10/24/2019 9:39:30 AM,4,0.47
